id,author,sha,last_modified,created_at,private,gated,disabled,downloads,likes,library_name,tags,pipeline_tag,mask_token,card_data,widget_data,model_index,config,transformers_info,siblings,spaces,safetensors,lastModified,cardData,transformersInfo,_id,modelId,download_size
internlm/internlm-xcomposer2-vl-7b,internlm,c67bd06390dbe068a582c6561570725b1289a7c5,2024-04-12 06:03:50+00:00,2024-01-25 09:01:09+00:00,False,False,,12243,64,transformers,"['transformers', 'pytorch', 'internlmxcomposer2', 'feature-extraction', 'visual-question-answering', 'custom_code', 'arxiv:2401.16420', 'license:other', 'region:us']",visual-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='build_mlp.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='configuration_internlm_xcomposer2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='generation_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='image1.webp', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='logo.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='logo_en.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='modeling_internlm2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='modeling_internlm_xcomposer2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model-00001-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model-00002-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin.index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenization_internlm_xcomposer2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='zero_to_fp32.py', size=None, blob_id=None, lfs=None)]",,,2024-04-12 06:03:50+00:00,,,65b22355855f6b5fe6383629,internlm/internlm-xcomposer2-vl-7b,17335890466
internlm/internlm-xcomposer2-4khd-7b,internlm,a2c222ebd3a723c3dff00232e4f5cc6429f472d1,2024-04-18 08:41:46+00:00,2024-04-07 08:03:48+00:00,False,False,,25053,56,transformers,"['transformers', 'pytorch', 'internlmxcomposer2', 'text-generation', 'visual-question-answering', 'custom_code', 'arxiv:2401.16420', 'license:other', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",visual-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='build_mlp.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='configuration_internlm_xcomposer2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='example.webp', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='generation_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='ixc_utils.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='logo.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='logo_4k_en.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='logo_en.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='modeling_internlm2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='modeling_internlm_xcomposer2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model-00001-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model-00002-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin.index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenization_internlm2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='zero_to_fp32.py', size=None, blob_id=None, lfs=None)]",,,2024-04-18 08:41:46+00:00,,,66125364d73af9e9418dabc7,internlm/internlm-xcomposer2-4khd-7b,17197648982
IDEA-CCNL/Ziya-BLIP2-14B-Visual-v1,IDEA-CCNL,e8ffa51403f8d94c3de745c40df2d889944e211b,2023-06-07 07:41:49+00:00,2023-05-30 08:13:18+00:00,False,False,,23,55,transformers,"['transformers', 'pytorch', 'blip-2', 'feature-extraction', 'image-to-text', 'visual-question-answering', 'ziya', 'fengshenbang', 'custom_code', 'en', 'zh', 'arxiv:2210.08590', 'license:gpl-3.0', 'has_space', 'region:us']",visual-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='__pycache__/modeling_ziya_blip2.cpython-310.pyc', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/Ziya-Visual.drawio.svg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/gqa.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/long_story.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/mplug.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/song_dynasty.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/taitanic.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='assets/visualglm.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='demo.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='modeling_ziya_blip2.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='test.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='wzry.jpg', size=None, blob_id=None, lfs=None)]",,,2023-06-07 07:41:49+00:00,,,6475b01e09e7732263342727,IDEA-CCNL/Ziya-BLIP2-14B-Visual-v1,4385725089
Salesforce/blip2-flan-t5-xl,Salesforce,e5025a34e3e769e72e2aab7f7bfd00bc84d5fd77,2023-12-13 11:43:54+00:00,2023-02-06 20:28:29+00:00,False,False,,65999,50,transformers,"['transformers', 'pytorch', 'safetensors', 'blip-2', 'visual-question-answering', 'vision', 'image-to-text', 'image-captioning', 'en', 'arxiv:2301.12597', 'arxiv:2210.11416', 'license:mit', 'has_space', 'region:us']",image-to-text,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model-00001-of-00002.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model-00002-of-00002.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors.index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model-00001-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model-00002-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin.index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='spiece.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2023-12-13 11:43:54+00:00,,,63e162edabdffca8bf9118cc,Salesforce/blip2-flan-t5-xl,31543707955
impira/layoutlm-document-qa,impira,beed3c4d02d86017ebca5bd0fdf210046b907aa6,2023-03-18 00:54:24+00:00,2022-08-07 21:07:19+00:00,False,False,,31067,833,transformers,"['transformers', 'pytorch', 'tf', 'safetensors', 'layoutlm', 'document-question-answering', 'pdf', 'en', 'license:mit', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pyproject.toml', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='setup.cfg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-03-18 00:54:24+00:00,,,62f02987e57174582cd334e3,impira/layoutlm-document-qa,1536522967
naver-clova-ix/donut-base-finetuned-docvqa,naver-clova-ix,b19d2e332684b0e2d35d9144ce34047767335cf8,2024-03-09 13:01:37+00:00,2022-07-19 13:58:22+00:00,False,False,,111235,162,transformers,"['transformers', 'pytorch', 'vision-encoder-decoder', 'donut', 'image-to-text', 'vision', 'document-question-answering', 'arxiv:2111.15664', 'license:mit', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='.gitignore', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='sentencepiece.bpe.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2024-03-09 13:01:37+00:00,,,62d6b87ef00ba76e7a691e9e,naver-clova-ix/donut-base-finetuned-docvqa,808745130
impira/layoutlm-invoices,impira,fdf56765f8bdf236b2bd45d23347066475aa730a,2023-03-25 20:21:25+00:00,2022-09-06 17:49:13+00:00,False,False,,5761,135,transformers,"['transformers', 'pytorch', 'safetensors', 'layoutlm', 'document-question-answering', 'pdf', 'invoices', 'en', 'license:cc-by-nc-sa-4.0', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='after.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='before.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pyproject.toml', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='setup.cfg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-03-25 20:21:25+00:00,,,63178819aea37e1333dcfed1,impira/layoutlm-invoices,1025145346
magorshunov/layoutlm-invoices,magorshunov,77056e1b06df5216636e67f659826f57f0340d9d,2023-08-03 20:17:02+00:00,2023-06-16 17:12:30+00:00,False,False,,168,49,transformers,"['transformers', 'pytorch', 'safetensors', 'layoutlm', 'document-question-answering', 'pdf', 'invoices', 'en', 'license:cc-by-nc-sa-4.0', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='after.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='before.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pyproject.toml', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='setup.cfg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-08-03 20:17:02+00:00,,,648c97fe39d2584ee47b7650,magorshunov/layoutlm-invoices,1025145346
tiennvcs/layoutlmv2-base-uncased-finetuned-docvqa,tiennvcs,99771655242e7adea26691ceeff2a11d06d3d087,2021-10-31 16:33:32+00:00,2022-03-02 23:29:05+00:00,False,False,,636,13,transformers,"['transformers', 'pytorch', 'tensorboard', 'layoutlmv2', 'document-question-answering', 'generated_from_trainer', 'license:cc-by-sa-4.0', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='.gitignore', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='runs/Oct31_14-07-49_df326189c7bb/1635689349.01014/events.out.tfevents.1635689349.df326189c7bb.729.1', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='runs/Oct31_14-07-49_df326189c7bb/events.out.tfevents.1635689348.df326189c7bb.729.0', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='runs/Oct31_14-10-28_df326189c7bb/1635689435.9931302/events.out.tfevents.1635689435.df326189c7bb.729.3', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='runs/Oct31_14-10-28_df326189c7bb/events.out.tfevents.1635689435.df326189c7bb.729.2', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='training_args.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2021-10-31 16:33:32+00:00,,,621ffdc136468d709f180f18,tiennvcs/layoutlmv2-base-uncased-finetuned-docvqa,802991518
jinhybr/OCR-DocVQA-Donut,jinhybr,8436d13aea8ea6e6f1d651c1da634d75eb434416,2022-11-04 22:23:22+00:00,2022-11-04 22:11:29+00:00,False,False,,538,7,transformers,"['transformers', 'pytorch', 'vision-encoder-decoder', 'donut', 'image-to-text', 'vision', 'document-question-answering', 'arxiv:2111.15664', 'license:mit', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='sentencepiece.bpe.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2022-11-04 22:23:22+00:00,,,63658e11f31ef76df40132ee,jinhybr/OCR-DocVQA-Donut,814512634
TusharGoel/LayoutLM-Finetuned-DocVQA,TusharGoel,e6bd80f666566bd998757cb99f6192844c9aa09e,2023-10-09 12:21:07+00:00,2023-09-23 17:31:26+00:00,False,False,,121,7,transformers,"['transformers', 'pytorch', 'layoutlm', 'document-question-answering', 'en', 'doi:10.57967/hf/1144', 'license:mit', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2023-10-09 12:21:07+00:00,,,650f20ee11f3210cf7aa9822,TusharGoel/LayoutLM-Finetuned-DocVQA,451530687
cloudqi/CQI_Visual_Question_Awnser_PT_v0,cloudqi,a9327abd3eeadb4178eab6c6ebc13ee89881cfc7,2023-03-29 19:42:30+00:00,2023-03-21 18:13:36+00:00,False,False,,0,6,adapter-transformers,"['adapter-transformers', 'pytorch', 'tf', 'safetensors', 'layoutlm', 'document-question-answering', 'pdf', 'pt', 'en', 'license:apache-2.0', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pyproject.toml', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='setup.cfg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-03-29 19:42:30+00:00,,,6419f3d093014feb7e078bf2,cloudqi/CQI_Visual_Question_Awnser_PT_v0,1536522967
rubentito/layoutlmv3-base-mpdocvqa,rubentito,7c1527d2620facdf384ccf9a7bed8f8f5a754463,2023-11-20 08:36:35+00:00,2023-02-21 07:56:11+00:00,False,False,,472,5,transformers,"['transformers', 'pytorch', 'layoutlmv3', 'document-question-answering', 'DocVQA', 'Document Question Answering', 'Document Visual Question Answering', 'en', 'dataset:rubentito/mp-docvqa', 'arxiv:2212.05935', 'arxiv:1905.13648', 'base_model:microsoft/layoutlmv3-base', 'license:gpl-3.0', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2023-11-20 08:36:35+00:00,,,63f4791b55a70e9901db8f6a,rubentito/layoutlmv3-base-mpdocvqa,507120761
fxmarty/tiny-doc-qa-vision-encoder-decoder,fxmarty,b4710bf6f394ad1770c5428e785a7789a278caf9,2023-10-17 09:09:37+00:00,2023-06-14 09:03:48+00:00,False,False,,64412,5,transformers,"['transformers', 'pytorch', 'vision-encoder-decoder', 'document-question-answering', 'license:mit', 'endpoints_compatible', 'has_space', 'region:us']",document-question-answering,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='generation_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='sentencepiece.bpe.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2023-10-17 09:09:37+00:00,,,64898274ee39dded81644503,fxmarty/tiny-doc-qa-vision-encoder-decoder,20956821
